DATE,COUNTRY,SERIES,VALUE
2013,SA,EX (BoP. current US$),113490164681.973
2014,SA,EX (BoP. current US$),110320682522.453
2015,SA,EX (BoP. current US$),96038279946.017
2016,SA,EX (BoP. current US$),90999388885.6108
2017,SA,EX (BoP. current US$),103448621589.735
2018,SA,EX (BoP. current US$),110068217809.243
2019,SA,EX (BoP. current US$),
1960,SA,IM (% of GDP),24.5610792829421
1961,SA,IM (% of GDP),21.2993854258121
1962,SA,IM (% of GDP),20.658978583196
1963,SA,IM (% of GDP),23.1912048729758
1964,SA,IM (% of GDP),25.5195681511471
1965,SA,IM (% of GDP),26.7786561264822
1966,SA,IM (% of GDP),23.1388101983003
1967,SA,IM (% of GDP),24.2251803678488
1968,SA,IM (% of GDP),22.2295328508318
1969,SA,IM (% of GDP),22.4678791923911
1970,SA,IM (% of GDP),24.6351474612344
1971,SA,IM (% of GDP),25.352403218043
1972,SA,IM (% of GDP),22.1707881593373
1973,SA,IM (% of GDP),22.1003443187408
1974,SA,IM (% of GDP),27.7089164334266
1975,SA,IM (% of GDP),29.2343716738806
1976,SA,IM (% of GDP),28.0687423418895
1977,SA,IM (% of GDP),24.4504795043707
1978,SA,IM (% of GDP),24.8726718008021
1979,SA,IM (% of GDP),25.002575248769
1980,SA,IM (% of GDP),26.5457696354521
1981,SA,IM (% of GDP),29.4174122918139
1982,SA,IM (% of GDP),26.0202224231677
1983,SA,IM (% of GDP),20.3470582195297
1984,SA,IM (% of GDP),22.9273294538316
1985,SA,IM (% of GDP),21.8695889911601
1986,SA,IM (% of GDP),21.0773289087362
1987,SA,IM (% of GDP),19.7051109299708
1988,SA,IM (% of GDP),21.9025700038358
1989,SA,IM (% of GDP),20.7237627345741
1990,SA,IM (% of GDP),18.1877172033408
1991,SA,IM (% of GDP),16.9527677540943
1992,SA,IM (% of GDP),16.7837215908351
1993,SA,IM (% of GDP),17.2981926887287
1994,SA,IM (% of GDP),19.2947667728668
1995,SA,IM (% of GDP),21.4753400606523
1996,SA,IM (% of GDP),22.5870651469956
1997,SA,IM (% of GDP),22.8579311835726
1998,SA,IM (% of GDP),23.8915628799277
1999,SA,IM (% of GDP),22.1666768493195
2000,SA,IM (% of GDP),24.2788939094856
2001,SA,IM (% of GDP),25.4268054875811
2002,SA,IM (% of GDP),27.9837997477953
2003,SA,IM (% of GDP),24.5167699277248
2004,SA,IM (% of GDP),25.6109379306702
2005,SA,IM (% of GDP),26.7024512369651
2006,SA,IM (% of GDP),31.0033706643471
2007,SA,IM (% of GDP),32.5092367772109
2008,SA,IM (% of GDP),37.2429521713859
2009,SA,IM (% of GDP),27.5063734284758
2010,SA,IM (% of GDP),27.3737524302287
2011,SA,IM (% of GDP),29.6516893103102
2012,SA,IM (% of GDP),31.1758200766426
2013,SA,IM (% of GDP),33.270418695468
2014,SA,IM (% of GDP),32.9658559048795
2015,SA,IM (% of GDP),31.4641851470314
2016,SA,IM (% of GDP),30.057260051479
2017,SA,IM (% of GDP),28.3462255610144
2018,SA,IM (% of GDP),29.5632511055317
2019,SA,IM (% of GDP),
1960,SA,IM  (BoP. current US$),1860599256.50454
1961,SA,IM  (BoP. current US$),1698199321.39955
1962,SA,IM  (BoP. current US$),1755599298.46252
1963,SA,IM  (BoP. current US$),2185399126.71451
1964,SA,IM  (BoP. current US$),2647398942.09938
1965,SA,IM  (BoP. current US$),3035198787.13456
1966,SA,IM  (BoP. current US$),2858798857.62398
1967,SA,IM  (BoP. current US$),3337598666.29557
1968,SA,IM  (BoP. current US$),3310998676.92493
1969,SA,IM  (BoP. current US$),3770198493.42868
1970,SA,IM  (BoP. current US$),4537398186.85568
1971,SA,IM  (BoP. current US$),5155096467.90421
1972,SA,IM  (BoP. current US$),4736482545.16139
1973,SA,IM  (BoP. current US$),6506998697.39838
1974,SA,IM  (BoP. current US$),10187149891.8158
1975,SA,IM  (BoP. current US$),11218028957.7689
1976,SA,IM  (BoP. current US$),10274099991.066
1977,SA,IM  (BoP. current US$),9939449991.357
1978,SA,IM  (BoP. current US$),11625349989.891
1979,SA,IM  (BoP. current US$),14440164036.6119
1980,SA,IM  (BoP. current US$),22143223376.0553
1981,SA,IM  (BoP. current US$),25124726524.4752
1982,SA,IM  (BoP. current US$),20496454037.619
1983,SA,IM  (BoP. current US$),17747389642.9781
1984,SA,IM  (BoP. current US$),18004917183.8526
1985,SA,IM  (BoP. current US$),12996665570.1806
1986,SA,IM  (BoP. current US$),14196427482.8093
1987,SA,IM  (BoP. current US$),17475255536.4969
1988,SA,IM  (BoP. current US$),20821048275.2016
1989,SA,IM  (BoP. current US$),20509020038.1768
1990,SA,IM  (BoP. current US$),21017054277.4203
1991,SA,IM  (BoP. current US$),21002216674.4218
1992,SA,IM  (BoP. current US$),22606812361.9437
1993,SA,IM  (BoP. current US$),23192799452.5558
1994,SA,IM  (BoP. current US$),26940565247.088
1995,SA,IM  (BoP. current US$),33374909767.5225
1996,SA,IM  (BoP. current US$),33302879567.9273
1997,SA,IM  (BoP. current US$),34850876204.3011
1998,SA,IM  (BoP. current US$),32865066160.0459
1999,SA,IM  (BoP. current US$),30284129639.5819
2000,SA,IM  (BoP. current US$),33074962281.1489
2001,SA,IM  (BoP. current US$),31041097905.2332
2002,SA,IM  (BoP. current US$),32520032938.6103
2003,SA,IM  (BoP. current US$),43312326509.8666
2004,SA,IM  (BoP. current US$),58846394250.2394
2005,SA,IM  (BoP. current US$),68723060501.4174
2006,SA,IM  (BoP. current US$),83771650142.1184
2007,SA,IM  (BoP. current US$),97507626432.7607
2008,SA,IM  (BoP. current US$),107975736997.129
2009,SA,IM  (BoP. current US$),82279346699.8213
2010,SA,IM  (BoP. current US$),102953525920.479
2011,SA,IM  (BoP. current US$),123424195431.446
2012,SA,IM  (BoP. current US$),123564188086.901
2013,SA,IM  (BoP. current US$),121958376777.92
2014,SA,IM  (BoP. current US$),115632737347.935
2015,SA,IM  (BoP. current US$),100158960376.304
2016,SA,IM  (BoP. current US$),89359080472.0426
2017,SA,IM  (BoP. current US$),98991073456.6667
2018,SA,IM  (BoP. current US$),108909775385.703
2019,SA,IM  (BoP. current US$),
1960,SA,IM (constant 2010 US$),15466590176.4738
1961,SA,IM (constant 2010 US$),14038409003.9884
1962,SA,IM (constant 2010 US$),14215838933.5082
1963,SA,IM (constant 2010 US$),16994891547.8337
1964,SA,IM (constant 2010 US$),21006119215.4292
1965,SA,IM (constant 2010 US$),23061656559.034
1966,SA,IM (constant 2010 US$),20579822979.8394
1967,SA,IM (constant 2010 US$),23953723433.317
1968,SA,IM (constant 2010 US$),23679178276.7852
1969,SA,IM (constant 2010 US$),26789324154.5102
1970,SA,IM (constant 2010 US$),30823225700.7048
1971,SA,IM (constant 2010 US$),33932415451.019
1972,SA,IM (constant 2010 US$),29672594656.6137
1973,SA,IM (constant 2010 US$),33006747527.7277
1974,SA,IM (constant 2010 US$),39281538545.5936
1975,SA,IM (constant 2010 US$),37990083592.8536
1976,SA,IM (constant 2010 US$),34190160083.0465
1977,SA,IM (constant 2010 US$),29514014096.0498
1978,SA,IM (constant 2010 US$),29540649073.9223
1979,SA,IM (constant 2010 US$),29257225591.4331
1980,SA,IM (constant 2010 US$),34838277877.9435
1981,SA,IM (constant 2010 US$),39623558979.4023
1982,SA,IM (constant 2010 US$),32742036824.5643
1983,SA,IM (constant 2010 US$),27473228432.4974
1984,SA,IM (constant 2010 US$),32912500682.9481
1985,SA,IM (constant 2010 US$),28292902802.8192
1986,SA,IM (constant 2010 US$),27599027481.8336
1987,SA,IM (constant 2010 US$),28563486860.0776
1988,SA,IM (constant 2010 US$),34821477353.4393
1989,SA,IM (constant 2010 US$),34932114953.8327
1990,SA,IM (constant 2010 US$),32893378134.732
1991,SA,IM (constant 2010 US$),33598044036.4967
1992,SA,IM (constant 2010 US$),35394744031.0332
1993,SA,IM (constant 2010 US$),37878489865.0494
1994,SA,IM (constant 2010 US$),43974348467.4643
1995,SA,IM (constant 2010 US$),51357837512.976
1996,SA,IM (constant 2010 US$),55831421078.5117
1997,SA,IM (constant 2010 US$),58838032016.6093
1998,SA,IM (constant 2010 US$),60022810468.2292
1999,SA,IM (constant 2010 US$),55003961099.2733
2000,SA,IM (constant 2010 US$),57939818608.9712
2001,SA,IM (constant 2010 US$),58084603616.8934
2002,SA,IM (constant 2010 US$),61187100475.3319
2003,SA,IM (constant 2010 US$),66133830519.587
2004,SA,IM (constant 2010 US$),76390072665.6832
2005,SA,IM (constant 2010 US$),84700595530.7873
2006,SA,IM (constant 2010 US$),100167868655.412
2007,SA,IM (constant 2010 US$),109549937168.77
2008,SA,IM (constant 2010 US$),112627301535.267
2009,SA,IM (constant 2010 US$),92737392777.1404
2010,SA,IM (constant 2010 US$),102747227230.509
2011,SA,IM (constant 2010 US$),114986456441.567
2012,SA,IM (constant 2010 US$),119838608097.033
2013,SA,IM (constant 2010 US$),125847618846.637
2014,SA,IM (constant 2010 US$),125137336515.872
2015,SA,IM (constant 2010 US$),131948997432.115
2016,SA,IM (constant 2010 US$),126854887176.965
2017,SA,IM (constant 2010 US$),128085559744.304
2018,SA,IM (constant 2010 US$),132307681800.798
2019,SA,IM (constant 2010 US$),
1960,SA,GDP PC (constant 2010 US$),4624.07595124262
1961,SA,GDP PC (constant 2010 US$),4685.49094935963
1962,SA,GDP PC (constant 2010 US$),4852.78300040518
1963,SA,GDP PC (constant 2010 US$),5081.23215678738
1964,SA,GDP PC (constant 2010 US$),5347.33982420868
1965,SA,GDP PC (constant 2010 US$),5531.73054634631
1966,SA,GDP PC (constant 2010 US$),5631.01284730222
1967,SA,GDP PC (constant 2010 US$),5882.84941739589
1968,SA,GDP PC (constant 2010 US$),5970.57940301609
1969,SA,GDP PC (constant 2010 US$),6091.03105705117
1970,SA,GDP PC (constant 2010 US$),6244.08333837844
1971,SA,GDP PC (constant 2010 US$),6340.19236214306
1972,SA,GDP PC (constant 2010 US$),6274.51225128906
1973,SA,GDP PC (constant 2010 US$),6388.08405707467
1974,SA,GDP PC (constant 2010 US$),6601.92653077065
1975,SA,GDP PC (constant 2010 US$),6542.61014606082
1976,SA,GDP PC (constant 2010 US$),6523.66025566335
1977,SA,GDP PC (constant 2010 US$),6359.01708136496
1978,SA,GDP PC (constant 2010 US$),6391.87437025336
1979,SA,GDP PC (constant 2010 US$),6470.0516748739
1980,SA,GDP PC (constant 2010 US$),6722.19527743223
1981,SA,GDP PC (constant 2010 US$),6895.10663826434
1982,SA,GDP PC (constant 2010 US$),6682.46941812976
1983,SA,GDP PC (constant 2010 US$),6380.60860859675
1984,SA,GDP PC (constant 2010 US$),6527.4058291002
1985,SA,GDP PC (constant 2010 US$),6283.111702461
1986,SA,GDP PC (constant 2010 US$),6130.9387111195
1987,SA,GDP PC (constant 2010 US$),6113.40043344682
1988,SA,GDP PC (constant 2010 US$),6224.40854948719
1989,SA,GDP PC (constant 2010 US$),6226.39211280777
1990,SA,GDP PC (constant 2010 US$),6059.79789690323
1991,SA,GDP PC (constant 2010 US$),5852.04465105693
1992,SA,GDP PC (constant 2010 US$),5585.75712893727
1993,SA,GDP PC (constant 2010 US$),5517.52958106273
1994,SA,GDP PC (constant 2010 US$),5563.50050534197
1995,SA,GDP PC (constant 2010 US$),5615.2991203995
1996,SA,GDP PC (constant 2010 US$),5745.10781896817
1997,SA,GDP PC (constant 2010 US$),5792.12682368003
1998,SA,GDP PC (constant 2010 US$),5728.49876181838
1999,SA,GDP PC (constant 2010 US$),5779.15637556748
2000,SA,GDP PC (constant 2010 US$),5937.6260860986
2001,SA,GDP PC (constant 2010 US$),6017.17784586121
2002,SA,GDP PC (constant 2010 US$),6161.46631380485
2003,SA,GDP PC (constant 2010 US$),6266.01573980923
2004,SA,GDP PC (constant 2010 US$),6472.10703408701
2005,SA,GDP PC (constant 2010 US$),6729.8274660259
2006,SA,GDP PC (constant 2010 US$),7017.71490394165
2007,SA,GDP PC (constant 2010 US$),7299.02003724481
2008,SA,GDP PC (constant 2010 US$),7432.11676075707
2009,SA,GDP PC (constant 2010 US$),7216.67969294747
2010,SA,GDP PC (constant 2010 US$),7328.61562893966
2011,SA,GDP PC (constant 2010 US$),7454.72016478301
2012,SA,GDP PC (constant 2010 US$),7500.04106663005
2013,SA,GDP PC (constant 2010 US$),7563.99277707639
2014,SA,GDP PC (constant 2010 US$),7582.69692889496
2015,SA,GDP PC (constant 2010 US$),7556.78857882235
2016,SA,GDP PC (constant 2010 US$),7476.62101155809
2017,SA,GDP PC (constant 2010 US$),7476.38632385801
2018,SA,GDP PC (constant 2010 US$),7433.61539826952
2019,SA,GDP PC (constant 2010 US$),
1960,SA,CA (% of GDP),0.646830530401035
1961,SA,CA (% of GDP),3.38893766461809
1962,SA,CA (% of GDP),5.05766062602965
1963,SA,CA (% of GDP),2.06507205467241
1964,SA,CA (% of GDP),-1.55195681511471
1965,SA,CA (% of GDP),-4.55780632411067
1966,SA,CA (% of GDP),-1.18980169971671
1967,SA,CA (% of GDP),-2.72330047759374
1968,SA,CA (% of GDP),-0.131591314973212
1969,SA,CA (% of GDP),-2.86167195060905
1970,SA,CA (% of GDP),-7.00060808756463
1971,SA,CA (% of GDP),-7.31855694355559
1972,SA,CA (% of GDP),-0.899227592672826
1973,SA,CA (% of GDP),-0.882024237371057
1974,SA,CA (% of GDP),-3.90599922923316
1975,SA,CA (% of GDP),-6.2892822497722
1976,SA,CA (% of GDP),-5.22479499827202
1977,SA,CA (% of GDP),0.588418342810263
1978,SA,CA (% of GDP),2.35218856875723
1979,SA,CA (% of GDP),5.14356560067481
1980,SA,CA (% of GDP),3.80980091585092
1981,SA,CA (% of GDP),-5.82575543725448
1982,SA,CA (% of GDP),-4.49588097923296
1983,SA,CA (% of GDP),-0.369754435695576
1984,SA,CA (% of GDP),-2.5234971359263
1985,SA,CA (% of GDP),3.82744553159947
1986,SA,CA (% of GDP),4.09639925726468
1987,SA,CA (% of GDP),5.76322884167726
1988,SA,CA (% of GDP),2.66201765798308
1989,SA,CA (% of GDP),1.51265327787404
1990,SA,CA (% of GDP),1.34274298514104
1991,SA,CA (% of GDP),1.12884361205231
1992,SA,CA (% of GDP),1.47175544576296
1993,SA,CA (% of GDP),2.08710388846159
1994,SA,CA (% of GDP),0.0211949810694619
1995,SA,CA (% of GDP),-1.60377781430889
1996,SA,CA (% of GDP),-1.13693677193358
1997,SA,CA (% of GDP),-1.45972516265426
1998,SA,CA (% of GDP),-1.59617452041888
1999,SA,CA (% of GDP),-0.494207050142127
2000,SA,CA (% of GDP),-0.139743928410842
2001,SA,CA (% of GDP),0.281973495776098
2002,SA,CA (% of GDP),0.874058942413965
2003,SA,CA (% of GDP),-0.879608579933497
2004,SA,CA (% of GDP),-2.80578617406989
2005,SA,CA (% of GDP),-3.10949048751652
2006,SA,CA (% of GDP),-4.44546531824073
2007,SA,CA (% of GDP),-5.40093573436839
2008,SA,CA (% of GDP),-5.72265589484928
2009,SA,CA (% of GDP),-2.67179591668238
2010,SA,CA (% of GDP),-1.46323382528446
2011,SA,CA (% of GDP),-2.23784999371321
2012,SA,CA (% of GDP),-5.1257298243901
2013,SA,CA (% of GDP),-5.80106784294712
2014,SA,CA (% of GDP),-5.07945095510114
2015,SA,CA (% of GDP),-4.58655810065503
2016,SA,CA (% of GDP),-2.81868670973016
2017,SA,CA (% of GDP),-2.54979944985608
2018,SA,CA (% of GDP),-3.63411283247239
2019,SA,CA (% of GDP),
1960,SA,REER (2010 = 100),
1961,SA,REER (2010 = 100),
1962,SA,REER (2010 = 100),
1963,SA,REER (2010 = 100),
1964,SA,REER (2010 = 100),
1965,SA,REER (2010 = 100),
1966,SA,REER (2010 = 100),
1967,SA,REER (2010 = 100),
1968,SA,REER (2010 = 100),
1969,SA,REER (2010 = 100),
1970,SA,REER (2010 = 100),
1971,SA,REER (2010 = 100),
1972,SA,REER (2010 = 100),
1973,SA,REER (2010 = 100),
1974,SA,REER (2010 = 100),
1975,SA,REER (2010 = 100),
1976,SA,REER (2010 = 100),
1977,SA,REER (2010 = 100),
1978,SA,REER (2010 = 100),
1979,SA,REER (2010 = 100),150.584422817023
1980,SA,REER (2010 = 100),164.651252175089
1981,SA,REER (2010 = 100),173.399704519944
1982,SA,REER (2010 = 100),164.310361470857
1983,SA,REER (2010 = 100),180.766206331198
1984,SA,REER (2010 = 100),159.529210348971
1985,SA,REER (2010 = 100),121.068213711185
1986,SA,REER (2010 = 100),111.75105350676
1987,SA,REER (2010 = 100),126.205417803548
1988,SA,REER (2010 = 100),120.102280115811
1989,SA,REER (2010 = 100),120.97373886208
1990,SA,REER (2010 = 100),124.628409847992
1991,SA,REER (2010 = 100),129.520017694285
1992,SA,REER (2010 = 100),133.656725857567
1993,SA,REER (2010 = 100),130.997366896333
1994,SA,REER (2010 = 100),125.427377767142
1995,SA,REER (2010 = 100),122.027332683271
1996,SA,REER (2010 = 100),112.255746820674
1997,SA,REER (2010 = 100),118.673872623598
1998,SA,REER (2010 = 100),109.121863272121
1999,SA,REER (2010 = 100),103.212836607653
2000,SA,REER (2010 = 100),100.076894599895
2001,SA,REER (2010 = 100),88.3650163973365
2002,SA,REER (2010 = 100),75.7397198827994
2003,SA,REER (2010 = 100),98.3522565430222
2004,SA,REER (2010 = 100),104.255341422138
2005,SA,REER (2010 = 100),104.131749935746
2006,SA,REER (2010 = 100),98.1982382621398
2007,SA,REER (2010 = 100),91.7078567567238
2008,SA,REER (2010 = 100),80.0987576639931
2009,SA,REER (2010 = 100),87.2426959309776
2010,SA,REER (2010 = 100),100
2011,SA,REER (2010 = 100),98.2741046222945
2012,SA,REER (2010 = 100),92.3824769260506
2013,SA,REER (2010 = 100),82.0204700805412
2014,SA,REER (2010 = 100),77.0187528774124
2015,SA,REER (2010 = 100),75.075131453009
2016,SA,REER (2010 = 100),70.3545891143778
2017,SA,REER (2010 = 100),79.3836387847976
2018,SA,REER (2010 = 100),80.7564001936298
2019,SA,REER (2010 = 100),
1960,SA,NT (BoP. current US$),377999848.95126
1961,SA,NT (BoP. current US$),639799744.336022
1962,SA,NT (BoP. current US$),743399702.937478
1963,SA,NT (BoP. current US$),510999795.804481
1964,SA,NT (BoP. current US$),198799920.559552
1965,SA,NT (BoP. current US$),-121799951.328739
1966,SA,NT (BoP. current US$),264599894.265882
1967,SA,NT (BoP. current US$),47599980.9790478
1968,SA,NT (BoP. current US$),449399820.419832
1969,SA,NT (BoP. current US$),89599964.1958541
1970,SA,NT (BoP. current US$),-632799747.133221
1971,SA,NT (BoP. current US$),-829604304.769884
1972,SA,NT (BoP. current US$),518444007.958403
1973,SA,NT (BoP. current US$),723921400.116415
1974,SA,NT (BoP. current US$),-190487694.62474
1975,SA,NT (BoP. current US$),-894814876.328007
1976,SA,NT (BoP. current US$),-433549999.623001
1977,SA,NT (BoP. current US$),1974549998.283
1978,SA,NT (BoP. current US$),3045199997.352
1979,SA,NT (BoP. current US$),5279006137.6956
1980,SA,NT (BoP. current US$),6358428580.16809
1981,SA,NT (BoP. current US$),-1503669488.11725
1982,SA,NT (BoP. current US$),-414507442.485885
1983,SA,NT (BoP. current US$),3232197150.15387
1984,SA,NT (BoP. current US$),1297536472.08378
1985,SA,NT (BoP. current US$),5034126841.97369
1986,SA,NT (BoP. current US$),5763512365.57823
1987,SA,NT (BoP. current US$),8502840178.83518
1988,SA,NT (BoP. current US$),5977051773.05472
1989,SA,NT (BoP. current US$),5082554542.73236
1990,SA,NT (BoP. current US$),6143184713.59131
1991,SA,NT (BoP. current US$),5123806430.0296
1992,SA,NT (BoP. current US$),5286458564.15008
1993,SA,NT (BoP. current US$),6102068027.55895
1994,SA,NT (BoP. current US$),3060676857.04778
1995,SA,NT (BoP. current US$),1027227364.63047
1996,SA,NT (BoP. current US$),2192238677.6261
1997,SA,NT (BoP. current US$),1710207030.30467
1998,SA,NT (BoP. current US$),1729665352.52923
1999,SA,NT (BoP. current US$),3459740002.11658
2000,SA,NT (BoP. current US$),3920384073.99068
2001,SA,NT (BoP. current US$),4867804949.98357
2002,SA,NT (BoP. current US$),4362352875.09929
2003,SA,NT (BoP. current US$),4046566618.60654
2004,SA,NT (BoP. current US$),-410368408.651926
2005,SA,NT (BoP. current US$),-633341903.451609
2006,SA,NT (BoP. current US$),-4554999808.68251
2007,SA,NT (BoP. current US$),-3976436897.5431
2008,SA,NT (BoP. current US$),-4946230452.96854
2009,SA,NT (BoP. current US$),1477376760.69022
2010,SA,NT (BoP. current US$),4781756557.35874
2011,SA,NT (BoP. current US$),3441602851.18199
2012,SA,NT (BoP. current US$),-5717926007.4331
2013,SA,NT (BoP. current US$),-8468212095.947
2014,SA,NT (BoP. current US$),-5312054825.48137
2015,SA,NT (BoP. current US$),-4120680430.28683
2016,SA,NT (BoP. current US$),1640308413.5682
2017,SA,NT (BoP. current US$),4457548133.06864
2018,SA,NT (BoP. current US$),1158442423.53981
2019,SA,NT (BoP. current US$),
1960,EU,EX (% of GDP),
1961,EU,EX (% of GDP),
1962,EU,EX (% of GDP),
1963,EU,EX (% of GDP),
1964,EU,EX (% of GDP),
1965,EU,EX (% of GDP),
1966,EU,EX (% of GDP),
1967,EU,EX (% of GDP),
1968,EU,EX (% of GDP),
1969,EU,EX (% of GDP),
1970,EU,EX (% of GDP),19.723320432567
1971,EU,EX (% of GDP),19.7820444768774
1972,EU,EX (% of GDP),19.7658489655115
1973,EU,EX (% of GDP),20.8025726430882
1974,EU,EX (% of GDP),23.8030198574372
1975,EU,EX (% of GDP),22.3030317040092
1976,EU,EX (% of GDP),23.3555403769715
1977,EU,EX (% of GDP),23.8811387657681
1978,EU,EX (% of GDP),23.5336546148255
1979,EU,EX (% of GDP),24.2837456627067
1980,EU,EX (% of GDP),24.4884256671743
1981,EU,EX (% of GDP),25.7789021730078
1982,EU,EX (% of GDP),25.8226820035032
1983,EU,EX (% of GDP),26.1891778557385
1984,EU,EX (% of GDP),27.9301411741764
1985,EU,EX (% of GDP),28.1754586219894
1986,EU,EX (% of GDP),25.24683539214
1987,EU,EX (% of GDP),24.6707389153695
1988,EU,EX (% of GDP),24.7467753037674
1989,EU,EX (% of GDP),25.8173298818868
1990,EU,EX (% of GDP),25.7179784420065
1991,EU,EX (% of GDP),25.7766061921844
1992,EU,EX (% of GDP),25.6905810886381
1993,EU,EX (% of GDP),25.9396406066458
1994,EU,EX (% of GDP),27.322558756946
1995,EU,EX (% of GDP),28.5494715554728
1996,EU,EX (% of GDP),28.9531336577694
1997,EU,EX (% of GDP),30.7415210711691
1998,EU,EX (% of GDP),30.9599342881877
1999,EU,EX (% of GDP),31.113037309375
2000,EU,EX (% of GDP),34.3383918824143
2001,EU,EX (% of GDP),34.2604924539084
2002,EU,EX (% of GDP),33.5193052072525
2003,EU,EX (% of GDP),32.8956553903216
2004,EU,EX (% of GDP),34.2876420293694
2005,EU,EX (% of GDP),35.6605796195479
2006,EU,EX (% of GDP),37.7966145838073
2007,EU,EX (% of GDP),38.4093638468351
2008,EU,EX (% of GDP),38.9906595261694
2009,EU,EX (% of GDP),34.7782513198819
2010,EU,EX (% of GDP),38.3685881928045
2011,EU,EX (% of GDP),41.0641383990258
2012,EU,EX (% of GDP),42.1916577255579
2013,EU,EX (% of GDP),42.2541849875222
2014,EU,EX (% of GDP),42.56338939207
2015,EU,EX (% of GDP),43.183041516615
2016,EU,EX (% of GDP),42.8463793930935
2017,EU,EX (% of GDP),44.4296657423506
2018,EU,EX (% of GDP),44.7687866724287
2019,EU,EX (% of GDP),
1960,EU,EX (constant 2010 US$),
1961,EU,EX (constant 2010 US$),
1962,EU,EX (constant 2010 US$),
1963,EU,EX (constant 2010 US$),
1964,EU,EX (constant 2010 US$),
1965,EU,EX (constant 2010 US$),
1966,EU,EX (constant 2010 US$),
1967,EU,EX (constant 2010 US$),
1968,EU,EX (constant 2010 US$),
1969,EU,EX (constant 2010 US$),
1970,EU,EX (constant 2010 US$),917050331946.288
1971,EU,EX (constant 2010 US$),977657321480.925
1972,EU,EX (constant 2010 US$),1052668045840.65
1973,EU,EX (constant 2010 US$),1167128027462.38
1974,EU,EX (constant 2010 US$),1248561941594.52
1975,EU,EX (constant 2010 US$),1200824431618.11
1976,EU,EX (constant 2010 US$),1314117529735.17
1977,EU,EX (constant 2010 US$),1387926439127.66
1978,EU,EX (constant 2010 US$),1461071012389.29
1979,EU,EX (constant 2010 US$),1560551324643.23
1980,EU,EX (constant 2010 US$),1578897733029.83
1981,EU,EX (constant 2010 US$),1653618390019.4
1982,EU,EX (constant 2010 US$),1670723163514.86
1983,EU,EX (constant 2010 US$),1724126502624.1
1984,EU,EX (constant 2010 US$),1862077644661.52
1985,EU,EX (constant 2010 US$),1950639553544.9
1986,EU,EX (constant 2010 US$),1973975398535.7
1987,EU,EX (constant 2010 US$),2055388202854.26
1988,EU,EX (constant 2010 US$),2156137856569.05
1989,EU,EX (constant 2010 US$),2304669100752.62
1990,EU,EX (constant 2010 US$),2395878349463.12
1991,EU,EX (constant 2010 US$),2485815217496.64
1992,EU,EX (constant 2010 US$),2577958231132.16
1993,EU,EX (constant 2010 US$),2626176747150.51
1994,EU,EX (constant 2010 US$),2870293899869.76
1995,EU,EX (constant 2010 US$),3134951173935.18
1996,EU,EX (constant 2010 US$),3306691726686.49
1997,EU,EX (constant 2010 US$),3654737674416.34
1998,EU,EX (constant 2010 US$),3894625971966.83
1999,EU,EX (constant 2010 US$),4100614484998.5
2000,EU,EX (constant 2010 US$),4617328258300.4
2001,EU,EX (constant 2010 US$),4788320696722.11
2002,EU,EX (constant 2010 US$),4896459691425.25
2003,EU,EX (constant 2010 US$),4981650545328.9
2004,EU,EX (constant 2010 US$),5380869506022.18
2005,EU,EX (constant 2010 US$),5707747249917.66
2006,EU,EX (constant 2010 US$),6250820431249.92
2007,EU,EX (constant 2010 US$),6631348189915.74
2008,EU,EX (constant 2010 US$),6726583893950.19
2009,EU,EX (constant 2010 US$),5947560156175.12
2010,EU,EX (constant 2010 US$),6568541821641.93
2011,EU,EX (constant 2010 US$),7012073677354.17
2012,EU,EX (constant 2010 US$),7156459075754.16
2013,EU,EX (constant 2010 US$),7299152905320.2
2014,EU,EX (constant 2010 US$),7632039401132.83
2015,EU,EX (constant 2010 US$),8112925046093.18
2016,EU,EX (constant 2010 US$),8383837124141.21
2017,EU,EX (constant 2010 US$),8865621385915.38
2018,EU,EX (constant 2010 US$),9137813084480.39
2019,EU,EX (constant 2010 US$),
1960,EU,EX (BoP. current US$),
1961,EU,EX (BoP. current US$),
1962,EU,EX (BoP. current US$),
1963,EU,EX (BoP. current US$),
1964,EU,EX (BoP. current US$),
1965,EU,EX (BoP. current US$),
1966,EU,EX (BoP. current US$),
1967,EU,EX (BoP. current US$),
1968,EU,EX (BoP. current US$),
1969,EU,EX (BoP. current US$),
1970,EU,EX (BoP. current US$),
1971,EU,EX (BoP. current US$),
1972,EU,EX (BoP. current US$),
1973,EU,EX (BoP. current US$),
1974,EU,EX (BoP. current US$),
1975,EU,EX (BoP. current US$),473187592673.029
1976,EU,EX (BoP. current US$),519080412006.415
1977,EU,EX (BoP. current US$),600052357804.434
1978,EU,EX (BoP. current US$),725403152077.44
1979,EU,EX (BoP. current US$),903130653801.786
1980,EU,EX (BoP. current US$),1034341206733.17
1981,EU,EX (BoP. current US$),973038661845.979
1982,EU,EX (BoP. current US$),933873506258.027
1983,EU,EX (BoP. current US$),905660387179.14
1984,EU,EX (BoP. current US$),925490388965.903
1985,EU,EX (BoP. current US$),970021067835.617
1986,EU,EX (BoP. current US$),1173485755027.32
1987,EU,EX (BoP. current US$),1406484726135.35
1988,EU,EX (BoP. current US$),1553008454593.08
1989,EU,EX (BoP. current US$),1641324850098.45
1990,EU,EX (BoP. current US$),1980553526545.59
1991,EU,EX (BoP. current US$),1967989858833.3
